result,reason,unit_id,unit_type,serial,model,qrcode,region,site_num,visit_num,uar_link,photo_url,photo_description,completed_time
BAD,"The cube separator is cracked, broken, and severely damaged with multiple pieces missing or displaced.",180417,Ice Machine,"""1101218425""","""MC1Y2176C161""",QRSF58161,LHFLORIDA,5485,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/80024/1219004544,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5485/Visit/19/QRSF58161/field_46_photo.jpg?83398,New Ice,2025-02-24 00:00:00
BAD,"The cube separator grid is visibly damaged with cracks and deterioration in the plastic material, compromising its ability to properly separate ice cubes.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,7.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/60829/926660736,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/7/QRSF74330/field_17_photo.jpg,Ice Machine Components In Cleaner,2023-09-14 00:00:00
BAD,"The cube separator shows significant damage and deterioration with visible cracks, breaks, and missing sections throughout the plastic grid structure.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,7.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/60829/926660736,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/7/QRSF74330/field_46_photo.jpg,New Ice,2023-09-14 00:00:00
BAD,"The cube separator is heavily encrusted with ice buildup and mineral deposits, indicating inadequate cleaning and potential malfunction of the separation mechanism.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,11.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66649/1015302144,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/11/QRSF74330/field_44_photo.jpg?47309,Empty Bin After Cleaning,2024-02-12 00:00:00
BAD,"Multiple cube separators are damaged with broken and cracked plastic grid sections, compromising ice cube separation function.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73397/1118140992,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/18/QRSF74330/field_17_photo.jpg,Before cleaning,2024-08-21 00:00:00
BAD,"Cube separator shows significant mineral buildup/scaling and discoloration, indicating inadequate cleaning and potential operational issues.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73397/1118140992,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/18/QRSF74330/field_368_photo.jpg,Components in cleaning solution,2024-08-21 00:00:00
BAD,"Cube separator shows significant discoloration, mineral buildup, and scaling on the grid dividers indicating poor maintenance and potential ice quality issues.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73397/1118140992,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/18/QRSF74330/field_282_photo.jpg,Ice Machine Cleaned and Disassembled in cleaner,2024-08-21 00:00:00
BAD,"The cube separator shows visible damage with cracks and deterioration in the plastic grid structure, compromising its ability to properly separate ice cubes.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73397/1118140992,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/18/QRSF74330/field_45_photo.jpg?94089,Evap. After Cleaning,2024-08-21 00:00:00
BAD,"The cube separator appears to be heavily frosted or iced over, indicating poor condition and potential operational issues.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/73397/1118140992,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/18/QRSF74330/field_314_photo.jpg,Before cleaning bin,2024-08-21 00:00:00
BAD,"The cube separator shows significant rust/corrosion on the metal dividers and appears to have mineral buildup, indicating poor maintenance and potential functionality issues.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75437/1149128448,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/19/QRSF74330/field_368_photo.jpg?83532,Components in cleaning solution,2024-10-22 00:00:00
BAD,"The cube separator appears to be damaged or broken, with visible cracks/deterioration in the plastic material.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75437/1149128448,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/19/QRSF74330/field_4_photo.jpg?81582,Drop Zone Wiped Down,2024-10-22 00:00:00
BAD,"The cube separator appears to be damaged or cracked, visible as a break in the plastic grid structure at the center of the component.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,20.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/77428/1179498624,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/20/QRSF74330/field_4_photo.jpg?23312,Drop Zone Wiped Down,2024-12-07 00:00:00
BAD,"Multiple cube separator grids are damaged, discolored, and appear bent or warped, indicating wear and potential malfunction.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,21.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/79738/1214683584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/21/QRSF74330/field_17_photo.jpg?2698,Before cleaning,2025-02-10 00:00:00
BAD,"Multiple cube separator grids are removed and stacked outside the machine, indicating improper installation or disassembly during service.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,21.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/79738/1214683584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/21/QRSF74330/field_368_photo.jpg?24434,Components in cleaning solution,2025-02-10 00:00:00
BAD,"Multiple cube separators are disassembled and stacked outside the machine, indicating they have been removed during service and at least one shows signs of wear/damage.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,21.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/79738/1214683584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/21/QRSF74330/field_282_photo.jpg?94579,Ice Machine Cleaned and Disassembled,2025-02-10 00:00:00
BAD,"Cube separator is damaged with a visible crack/break in the plastic grid structure, compromising its ability to properly separate ice cubes.",181288,Ice Machine,"""K01630B""","""KM 2600SRJ3""",QRSF74330,LHGEORGIA,5311,21.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/79738/1214683584,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5311/Visit/21/QRSF74330/field_4_photo.jpg?69547,Drop Zone Wiped Down,2025-02-10 00:00:00
BAD,"Cube separator shows significant ice buildup and mineral deposits on the dividers, indicating poor maintenance and potential operational issues.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/54696/833204544,https://storage.googleapis.com/filtrex_main_site/Longhorn/imgs/5290.02_3876642_pic_evapC.jpg,Evaporator Photo 2,2023-02-13 00:00:00
BAD,"The cube separator is damaged and appears to be cracked or broken, compromising its ability to properly separate ice cubes.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/54696/833204544,https://storage.googleapis.com/filtrex_main_site/Longhorn/imgs/5290.02_3876642_vaddp2.jpg,DISASSEMBELED COMPONENTS IN SINK,2023-02-13 00:00:00
BAD,"The cube separator shows significant ice buildup and mineral deposits on the dividers, indicating poor maintenance and potential blockage of ice flow.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,4.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/58385/889377024,https://storage.googleapis.com/dev_customer_images//rebuild/Longhorn/5290/Visit/4/QRSF52327/problem_photos/problem_photo_0.jpg?71460,Manager states that ice machine has been having an issue freezing over and creating massive blocks of ice ,2023-04-24 00:00:00
BAD,"The cube separator appears to have multiple broken or missing divider sections, compromising its ability to properly separate ice cubes as they drop into the bin.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,10.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66744/1016783616,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/10/QRSF52327/field_17_photo.jpg?51369,Ice Machine Components In Cleaner,2024-02-15 00:00:00
BAD,Cube separator appears damaged with broken or missing grid dividers and improper structural integrity.,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,10.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66744/1016783616,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/10/QRSF52327/field_18_photo.jpg?62256,Ice Machine Hose,2024-02-15 00:00:00
BAD,Cube separator shows significant algae/mold growth (green discoloration) and mineral buildup indicating poor maintenance and contamination.,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,16.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75527/1150609920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/16/QRSF52327/field_368_photo.jpg?24864,Components in cleaning solution,2024-10-30 00:00:00
BAD,"The cube separator grid shows visible accumulation of ice/mineral buildup and discoloration, indicating poor maintenance and potential obstruction of ice cube separation.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,16.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75527/1150609920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/16/QRSF52327/field_282_photo.jpg?18745,Ice Machine Cleaned and Disassembled in cleaner,2024-10-30 00:00:00
BAD,"Multiple cube separator grids are disassembled and laid out horizontally, showing they have been removed from the machine for service or replacement, indicating a maintenance issue.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,16.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75527/1150609920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/16/QRSF52327/field_17_photo.jpg?67186,Before cleaning,2024-10-30 00:00:00
BAD,Cube separator shows significant ice buildup and scaling/mineral deposits that impair its function in separating ice cubes properly.,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,16.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75527/1150609920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/16/QRSF52327/field_45_photo.jpg?77591,Evap. After Cleaning,2024-10-30 00:00:00
BAD,"Cube separator shows significant buildup, discoloration, and mineral deposits indicating poor maintenance and potential ice quality/flow issues.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,16.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75527/1150609920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/16/QRSF52327/problemphotos/problem_photo_0.jpg?26024,Plate separation ,2024-10-30 00:00:00
BAD,"Multiple cube separators are damaged with broken dividers and missing components, indicating wear and need for replacement.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/79582/1212337920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/18/QRSF52327/field_368_photo.jpg?98933,Components in cleaning solution,2025-02-11 00:00:00
BAD,"The cube separator shows significant wear, discoloration, and potential cracking/damage to the plastic grid dividers, indicating it needs replacement.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,18.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/79582/1212337920,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/18/QRSF52327/field_17_photo.jpg?65515,Before cleaning,2025-02-11 00:00:00
BAD,"The cube separator appears to be heavily frozen or iced over, which impairs its ability to properly separate ice cubes as they drop.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81794/124567104,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/19/QRSF52327/field_285_photo.jpg?64212,Before Cleaning drop zone,2025-04-28 00:00:00
BAD,Cube separator is removed from the machine and appears to have algae/mold growth (green discoloration) indicating it requires cleaning and proper reinstallation.,181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81794/124567104,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/19/QRSF52327/field_368_photo.jpg,Components in cleaning solution,2025-04-28 00:00:00
BAD,"The cube separator shows significant mineral buildup and scaling on the dividers, which will impede ice cube separation and flow.",181936,Ice Machine,"""K00284G""","""KM 1900SRJ3""",QRSF52327,LHALABAMA,5290,19.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/81794/124567104,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5290/Visit/19/QRSF52327/problemphotos/problem_photo_0.jpg?11462,This evaporator panel is loose ,2025-04-28 00:00:00
BAD,"Cube separator shows significant ice buildup and mineral deposits on the dividers, indicating poor maintenance and potential operational issues.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,2.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/54620/832093440,https://storage.googleapis.com/filtrex_main_site/Longhorn/imgs/5611.02_4007504_pic_evapD.jpg,Evaporator Photo 1,2023-02-16 00:00:00
BAD,"The cube separator grid appears to have missing or broken divider sections, compromising its ability to properly separate ice cubes.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,9.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/66665/1015549056,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/9/QRSF58780/field_17_photo.jpg?29804,Ice Machine Components In Cleaner,2024-02-06 00:00:00
BAD,"The cube separator grid shows visible damage, rust/corrosion on multiple bars, and appears to have structural deterioration requiring replacement.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,13.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72828/1109375616,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/13/QRSF58780/field_282_photo.jpg?27042,Ice Machine Cleaned and Disassembled in cleaner,2024-08-13 00:00:00
BAD,"The cube separator grid shows visible rust/corrosion on the metal components and appears to have mineral buildup, indicating poor maintenance and deterioration of the component.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,13.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/72828/1109375616,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/13/QRSF58780/field_45_photo.jpg?86650,Evap. After Cleaning,2024-08-13 00:00:00
BAD,"The cube separator grid is disassembled and removed from the machine, with components laid out separately rather than properly installed in operational position.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,15.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75789/1154560512,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/15/QRSF58780/field_17_photo.jpg?35916,Before cleaning,2024-10-16 00:00:00
BAD,"The cube separator grid appears to have ice buildup and scale deposits on the surfaces, indicating poor cleaning and potential blockage of the separation channels.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,15.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75789/1154560512,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/15/QRSF58780/field_368_photo.jpg?2357,Components in cleaning solution,2024-10-16 00:00:00
BAD,"Multiple cube separators are visibly damaged with broken dividers and sections appearing cracked or deteriorated, compromising ice cube separation functionality.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,15.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75789/1154560512,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/15/QRSF58780/field_313_photo.jpg?38422,Before evap cleaning,2024-10-16 00:00:00
BAD,"The cube separator grid appears to have significant mineral buildup and scaling on the dividers, which will impede proper ice cube separation and flow.",182791,Ice Machine,J10215K,KM-1900SRK3,QRSF58780,LHFLORIDA,5611,15.0,https://filtrexone.filtrexservicegroup.com/oneTimeUAR/75789/1154560512,https://storage.googleapis.com/filtrex_main_site//rebuild/Longhorn/5611/Visit/15/QRSF58780/field_45_photo.jpg?31908,Evap. After Cleaning,2024-10-16 00:00:00
